DATE,MONTH,DUSSELDORF_cloud_cover,DUSSELDORF_wind_speed,DUSSELDORF_wind_gust,DUSSELDORF_humidity,DUSSELDORF_pressure,DUSSELDORF_global_radiation,DUSSELDORF_precipitation,DUSSELDORF_sunshine,DUSSELDORF_temp_mean,DUSSELDORF_temp_min,DUSSELDORF_temp_max
20040929,9,6,4.1,9.8,0.85,1.0161,0.78,0.0,2.2,13.5,7.1,17.8
20040930,9,5,2.1,7.3,0.81,1.0208,1.2,0.02,6.2,11.8,4.9,17.0
20041001,10,6,3.5,8.4,0.83,1.019,0.57,0.03,0.9,14.6,11.7,18.0
20041002,10,5,4.5,9.7,0.78,1.0189,0.87,0.0,3.2,14.0,9.9,16.8
20041003,10,4,4.1,9.6,0.75,1.0208,1.11,0.0,5.7,13.9,8.7,19.1
20041004,10,6,5.0,13.5,0.75,1.0126,0.9,0.0,3.7,16.8,12.8,21.8
20041005,10,7,5.0,12.1,0.84,1.0115,0.51,1.77,0.7,16.8,11.4,20.6
20041006,10,5,5.1,11.8,0.81,1.0156,0.93,0.0,4.2,13.0,10.6,16.3
20041007,10,3,4.2,11.1,0.77,1.0181,1.17,0.0,7.0,12.3,9.3,16.7
20041008,10,6,1.6,4.2,0.83,1.0179,0.87,0.0,3.8,10.9,6.1,16.2
20041009,10,3,2.5,7.5,0.82,1.0187,1.28,0.0,8.7,9.3,3.4,15.3
20041010,10,3,4.8,12.2,0.76,1.0176,1.3,0.0,9.2,9.2,5.6,14.0
20041011,10,2,4.8,11.8,0.69,1.0209,1.35,0.0,10.2,8.3,2.9,14.4
20041012,10,4,6.1,13.7,0.61,1.0194,0.87,0.0,4.3,9.0,6.2,12.5
20041013,10,5,5.9,10.5,0.75,1.0148,0.68,0.0,2.5,11.0,8.2,14.9
20041014,10,6,6.2,12.4,0.76,1.0048,0.69,0.38,2.7,12.2,10.0,16.0
20041015,10,6,4.4,12.6,0.81,0.9985,0.75,0.45,3.4,10.7,8.4,14.1
20041016,10,7,4.1,10.6,0.84,0.9995,0.41,0.48,0.6,8.6,7.1,10.8
20041017,10,7,4.5,12.5,0.89,1.0013,0.39,0.09,0.5,8.8,7.5,11.7
20041018,10,6,5.0,11.6,0.85,1.0074,0.74,0.05,3.7,9.9,6.6,13.9
20041019,10,3,4.2,9.5,0.8,1.0098,1.05,0.0,7.7,10.4,5.8,15.2
20041020,10,6,6.4,15.8,0.88,1.002,0.32,1.06,0.2,14.1,8.9,17.3
20041021,10,3,7.2,18.9,0.69,1.0093,1.04,0.0,8.1,13.8,9.7,17.7
20041022,10,2,5.6,10.8,0.73,1.0151,1.06,0.0,8.5,13.5,9.6,17.7
20041023,10,6,6.4,12.8,0.72,1.0105,0.28,0.0,0.1,16.6,12.5,19.5
20041024,10,7,4.2,9.2,0.75,1.0078,0.66,0.08,3.4,17.1,14.1,21.1
20041025,10,5,7.0,16.8,0.71,1.0084,0.59,0.0,2.7,14.8,10.9,17.0
20041026,10,6,2.9,6.2,0.86,1.0131,0.51,0.0,2.0,9.6,4.7,12.6
20041027,10,4,3.1,11.9,0.82,1.0069,0.72,0.32,4.6,9.1,2.6,13.8
20041028,10,5,5.3,11.6,0.87,0.9997,0.54,0.0,2.5,12.5,10.6,15.9
20041029,10,5,3.5,9.2,0.88,0.9996,0.5,0.34,2.1,13.3,8.6,17.7
20041030,10,7,1.3,3.4,0.94,1.0079,0.38,0.0,1.0,10.6,7.1,14.2
20041031,10,7,2.1,7.6,0.93,1.0192,0.21,0.0,0.0,10.2,7.6,12.2
20041101,11,6,4.6,11.0,0.85,1.02,0.26,0.0,0.2,9.6,7.6,11.1
20041102,11,8,2.5,5.1,0.86,1.0186,0.2,0.01,0.0,10.1,8.9,11.5
20041103,11,6,3.0,7.2,0.87,1.0182,0.62,0.0,4.2,11.9,9.3,14.7
20041104,11,7,2.7,5.5,0.9,1.02,0.2,0.01,0.0,11.8,8.6,13.5
20041105,11,3,3.8,10.0,0.85,1.0262,0.61,0.02,4.2,8.2,4.3,12.8
20041106,11,7,3.0,11.6,0.92,1.023,0.26,0.54,0.3,8.1,5.5,10.8
20041107,11,4,1.3,6.4,0.92,1.0225,0.54,0.0,3.5,6.0,1.9,11.7
20041108,11,6,1.3,3.5,0.91,1.0186,0.18,0.0,0.0,6.3,2.9,8.8
20041109,11,4,2.4,7.5,0.86,1.0142,0.76,1.33,7.5,2.7,-1.5,7.0
20041110,11,8,4.0,8.1,0.96,1.0092,0.18,0.57,0.0,2.1,0.4,3.4
20041111,11,6,2.0,6.2,0.88,1.0205,0.2,0.0,0.1,3.4,-1.2,5.9
20041112,11,4,3.7,12.8,0.93,1.0208,0.62,0.52,5.5,3.9,-2.0,8.0
20041113,11,4,3.5,11.2,0.86,1.0258,0.64,0.15,6.0,5.0,0.4,8.6
20041114,11,3,1.3,3.1,0.95,1.0325,0.42,0.0,2.5,2.7,-1.0,7.4
20041115,11,7,3.5,7.7,0.95,1.0279,0.16,0.0,0.0,3.6,-1.3,6.3
20041116,11,8,3.9,9.3,0.93,1.0252,0.16,0.1,0.0,8.3,6.1,9.9
20041117,11,8,6.8,13.7,0.91,1.0198,0.16,0.71,0.0,10.7,9.2,12.7
20041118,11,8,5.0,15.2,0.94,1.0107,0.16,4.2,0.0,8.1,4.4,11.6
20041119,11,6,5.3,13.2,0.91,1.0118,0.45,0.35,3.4,2.5,0.6,4.7
20041120,11,7,5.2,11.2,0.93,1.0213,0.18,0.06,0.1,2.0,0.6,3.1
20041121,11,3,3.6,9.3,0.86,1.0247,0.6,0.12,6.3,1.5,-2.7,6.0
20041122,11,8,6.5,14.0,0.89,1.0157,0.15,0.11,0.0,9.8,3.9,12.3
20041123,11,6,3.8,10.6,0.89,1.0249,0.22,0.26,0.5,7.3,-1.0,10.6
20041124,11,2,1.8,6.3,0.93,1.0341,0.56,0.0,5.9,1.2,-2.3,6.4
20041125,11,2,4.0,8.5,0.76,1.0278,0.62,0.0,7.4,2.1,-0.9,6.7
20041126,11,7,3.9,6.8,0.85,1.0238,0.14,0.47,0.0,3.4,-1.4,6.3
20041127,11,8,3.2,8.2,0.94,1.0229,0.14,0.01,0.0,7.9,6.2,9.2
20041128,11,8,3.0,7.4,0.89,1.0143,0.14,0.18,0.0,8.1,6.6,9.7
20041129,11,7,1.1,3.6,0.96,1.0166,0.16,0.0,0.1,6.9,5.5,8.6
20041130,11,1,2.4,7.2,0.92,1.0149,0.58,0.0,7.2,3.3,-0.2,6.7
20041201,12,7,1.7,4.2,0.96,1.0086,0.12,0.24,0.0,2.0,-1.5,3.4
20041202,12,5,1.2,3.3,0.93,1.0127,0.28,0.0,1.8,2.3,-1.4,6.2
20041203,12,4,1.2,4.7,0.94,1.0215,0.33,0.0,2.6,0.9,-4.1,5.9
20041204,12,7,3.0,7.4,1.0,1.0306,0.12,0.0,0.0,0.9,-0.2,1.7
20041205,12,8,3.2,7.0,0.97,1.03,0.12,0.01,0.0,2.1,-0.2,4.8
20041206,12,7,2.7,6.0,0.94,1.03,0.12,0.0,0.0,6.4,4.6,8.2
20041207,12,8,1.8,5.7,0.88,1.0307,0.12,0.0,0.0,5.9,4.0,7.3
20041208,12,5,1.9,4.8,0.87,1.032,0.12,0.0,0.0,5.1,-2.1,8.5
20041209,12,1,1.8,4.9,0.93,1.028,0.48,0.0,6.2,-0.7,-4.1,4.7
20041210,12,2,2.0,7.0,0.88,1.0266,0.51,0.0,6.8,-0.9,-5.4,4.0
20041211,12,8,1.8,5.2,0.97,1.0303,0.11,0.0,0.0,0.4,-1.0,1.8
20041212,12,6,2.1,6.9,0.9,1.0313,0.3,0.0,2.5,-0.9,-3.3,1.2
20041213,12,8,3.6,7.2,0.87,1.0309,0.11,0.0,0.0,-1.3,-2.3,-0.6
20041214,12,1,3.9,10.8,0.84,1.0291,0.44,0.0,5.4,-0.5,-3.3,2.5
20041215,12,3,6.0,10.4,0.68,1.0227,0.44,0.0,5.5,3.4,0.7,7.6
20041216,12,5,7.1,14.3,0.84,1.0103,0.38,0.19,4.2,3.9,1.5,6.5
20041217,12,8,5.9,16.5,0.89,0.9964,0.14,1.55,0.2,5.8,3.3,7.2
20041218,12,6,6.2,13.0,0.85,1.006,0.18,0.07,0.6,4.3,2.4,5.9
20041219,12,3,1.8,5.5,0.94,1.0098,0.41,0.0,4.9,0.3,-4.9,3.6
20041220,12,3,1.4,4.3,0.94,1.0228,0.4,0.0,4.6,-3.9,-6.9,0.4
20041221,12,2,3.3,7.8,0.78,1.0245,0.51,0.0,7.1,-3.3,-7.1,0.2
20041222,12,8,6.2,13.6,0.89,1.0177,0.11,0.88,0.0,0.7,-3.3,3.8
20041223,12,7,6.5,13.3,0.91,1.0085,0.11,0.05,0.0,7.8,3.7,10.2
20041224,12,7,7.0,17.5,0.79,1.0029,0.24,0.65,1.4,9.2,7.8,11.8
20041225,12,6,5.3,17.6,0.87,0.9962,0.27,0.0,2.0,4.8,0.4,11.5
20041226,12,7,2.1,6.1,0.96,1.007,0.32,0.0,2.8,1.9,-0.7,5.1
20041227,12,7,2.3,9.2,0.95,1.018,0.11,0.0,0.0,-0.2,-1.0,0.7
20041228,12,6,6.1,13.5,0.92,1.0076,0.11,0.69,0.0,0.8,-1.0,3.0
20041229,12,4,3.0,9.9,0.93,1.024,0.48,0.05,6.1,2.6,0.3,5.4
20041230,12,8,4.7,9.5,0.88,1.0291,0.11,0.05,0.0,5.0,2.8,7.2
20041231,12,8,5.1,9.6,0.91,1.0233,0.12,0.03,0.0,8.7,6.4,10.1
20050101,1,7,4.3,17.7,0.89,1.0216,0.12,0.11,0.0,7.3,4.7,10.8
20050102,1,6,7.4,17.8,0.73,1.0204,0.17,0.03,0.4,6.1,4.6,10.4
20050103,1,7,6.5,11.4,0.83,1.0296,0.14,0.0,0.1,6.0,3.6,8.3
20050104,1,7,7.3,15.8,0.76,1.0269,0.32,0.09,2.5,7.4,5.4,8.5
20050105,1,7,5.5,10.2,0.89,1.0245,0.12,0.16,0.0,6.6,4.8,7.2
20050106,1,5,5.8,13.7,0.84,1.0277,0.41,0.0,4.2,7.6,5.8,9.0
20050107,1,6,8.5,16.0,0.79,1.026,0.12,0.0,0.0,10.6,7.6,12.1
20050108,1,5,9.1,22.0,0.69,1.0165,0.16,0.04,0.2,9.2,5.1,11.7
20050109,1,5,6.3,11.4,0.74,1.0242,0.47,0.0,5.2,7.6,5.7,9.5
20050110,1,5,6.6,14.5,0.7,1.0209,0.4,0.03,3.7,12.0,9.1,15.6
20050111,1,7,6.3,12.8,0.8,1.0229,0.32,0.25,2.2,10.4,8.6,12.3
20050112,1,6,5.4,12.2,0.83,1.0217,0.19,0.01,0.4,8.4,4.1,11.1
20050113,1,3,5.2,10.9,0.81,1.0264,0.28,0.0,1.5,5.0,2.5,7.4
20050114,1,3,1.7,5.8,0.89,1.0309,0.39,0.0,3.3,2.5,-0.4,7.1
20050115,1,1,4.0,10.2,0.77,1.0292,0.61,0.0,7.4,1.6,-2.8,5.9
20050116,1,2,5.2,10.8,0.69,1.0245,0.61,0.0,7.4,2.9,-0.3,7.1
20050117,1,7,5.6,12.3,0.81,1.0175,0.22,0.9,0.6,5.8,2.4,8.7
20050118,1,7,5.2,14.5,0.92,0.9977,0.14,1.47,0.0,4.0,0.4,7.4
20050119,1,5,5.0,13.4,0.87,1.008,0.33,0.08,1.9,4.0,0.7,5.8
20050120,1,8,8.3,19.9,0.89,1.0028,0.14,2.3,0.0,9.0,5.0,10.9
20050121,1,5,7.6,21.3,0.78,1.0064,0.32,0.45,1.7,5.4,1.5,8.9
20050122,1,5,4.2,11.8,0.86,1.0156,0.33,0.13,1.8,3.7,0.5,7.5
20050123,1,5,3.2,14.1,0.89,1.0192,0.53,0.24,4.7,1.7,-2.4,5.8
20050124,1,5,4.8,10.3,0.85,1.0204,0.49,0.04,4.0,0.0,-2.2,1.7
20050125,1,6,3.7,9.9,0.8,1.0242,0.34,0.0,1.7,-1.0,-2.8,1.1
20050126,1,5,4.6,10.2,0.77,1.0283,0.35,0.0,1.8,-1.3,-4.7,1.4
20050127,1,8,1.6,5.3,0.93,1.0204,0.16,0.07,0.0,-1.5,-4.4,0.4
20050128,1,7,1.3,3.2,0.92,1.0149,0.16,0.01,0.0,0.0,-1.9,1.9
20050129,1,4,2.0,5.1,0.75,1.0246,0.67,0.06,6.3,-1.0,-6.6,3.0
20050130,1,8,2.4,7.0,0.95,1.0289,0.17,0.32,0.0,1.5,-0.3,5.0
20050131,1,8,5.0,13.9,0.95,1.0246,0.17,0.74,0.0,5.7,4.4,7.4
20050201,2,6,5.0,9.7,0.83,1.0259,0.35,0.02,1.4,4.4,3.3,5.7
20050202,2,7,4.6,10.4,0.91,1.029,0.25,0.42,0.4,5.4,4.0,6.8
20050203,2,7,3.0,8.7,0.88,1.0321,0.18,0.15,0.0,5.5,4.6,6.7
20050204,2,5,2.1,6.4,0.8,1.0324,0.45,0.0,2.4,4.8,0.7,7.8
20050205,2,4,5.2,11.1,0.65,1.0246,0.87,0.0,8.6,2.4,-0.2,4.8
20050206,2,0,3.4,7.7,0.66,1.026,0.87,0.0,8.4,2.1,-1.9,7.1
20050207,2,3,3.1,8.9,0.68,1.0266,0.62,0.0,4.3,0.5,-4.5,5.3
20050208,2,0,3.7,7.9,0.78,1.0284,0.87,0.0,8.0,1.5,-1.6,6.0
20050209,2,7,4.5,9.6,0.76,1.0291,0.32,0.0,0.7,5.3,1.5,8.6
20050210,2,8,7.4,15.0,0.86,1.0232,0.21,2.55,0.0,7.8,6.3,8.6
20050211,2,8,1.8,6.0,0.98,1.0193,0.21,0.68,0.0,7.0,5.6,8.2
20050212,2,7,8.8,20.7,0.89,1.0009,0.25,0.97,0.1,8.8,3.9,12.4
20050213,2,7,6.6,16.0,0.87,0.9972,0.38,0.96,1.0,2.9,0.9,4.8
20050214,2,6,4.9,13.9,0.88,1.0046,0.43,0.66,1.4,2.6,0.3,5.0
20050215,2,7,5.6,12.5,0.82,1.0156,0.23,0.02,0.0,0.9,-0.7,2.8
20050216,2,7,3.9,8.2,0.78,1.0246,0.28,0.02,0.2,-0.3,-1.3,1.1
20050217,2,7,2.1,5.6,0.73,1.0268,0.38,0.0,0.8,-0.6,-1.3,0.6
20050218,2,7,4.1,9.0,0.72,1.0209,0.49,0.33,1.7,-0.1,-3.4,2.1
20050219,2,7,2.8,8.7,0.93,1.0094,0.42,0.1,1.0,2.2,0.3,5.2
20050220,2,7,2.8,9.2,0.95,1.0071,0.34,0.42,0.4,1.1,-1.2,4.0
20050221,2,6,2.5,11.4,0.85,1.0094,0.55,0.0,2.0,0.9,-1.7,3.3
20050222,2,6,5.7,13.2,0.71,1.0114,0.46,0.0,1.2,-0.1,-1.8,1.9
20050223,2,8,2.3,6.1,0.86,1.0107,0.26,0.08,0.0,-1.3,-2.5,0.4
20050224,2,4,3.2,8.9,0.77,1.0142,0.92,0.0,5.7,-0.9,-3.9,1.9
20050225,2,4,1.9,6.9,0.81,1.018,0.91,0.0,5.5,-1.4,-6.2,3.6
20050226,2,8,1.8,12.9,0.93,1.0152,0.27,0.22,0.0,0.5,-1.2,1.8
20050227,2,3,5.3,13.6,0.71,1.0223,0.91,0.0,5.2,-3.4,-7.1,-1.1
20050228,2,2,1.9,7.3,0.68,1.024,1.32,0.0,10.1,-5.2,-11.1,0.2
20050301,3,7,5.3,11.0,0.67,1.0105,0.31,0.0,0.0,-2.9,-5.3,-0.3
20050302,3,8,5.3,11.2,0.76,1.0045,0.32,0.08,0.0,-1.0,-2.3,0.6
20050303,3,7,3.6,10.0,0.83,1.0108,0.49,0.0,0.7,-0.5,-2.3,1.8
20050304,3,7,2.8,7.6,0.74,1.0128,0.73,0.02,2.3,-1.6,-5.3,0.8
20050305,3,7,3.4,10.7,0.78,1.0066,0.33,0.0,0.0,-0.4,-2.0,1.8
20050306,3,5,3.7,10.5,0.79,1.0214,0.96,0.06,4.1,-1.7,-5.5,2.2
20050307,3,8,3.3,8.9,0.89,1.0215,0.39,0.3,0.1,2.3,-1.7,5.0
20050308,3,8,4.6,9.6,0.88,1.0224,0.39,0.07,0.1,4.4,3.2,5.9
20050309,3,7,3.8,12.6,0.86,1.0271,0.43,0.06,0.2,4.3,-0.3,6.6
20050310,3,2,1.7,5.4,0.86,1.029,1.52,0.0,9.2,1.3,-4.7,7.1
20050311,3,8,7.3,17.8,0.86,1.0104,0.37,0.94,0.0,3.7,0.5,6.9
20050312,3,6,6.4,15.2,0.89,1.0026,0.8,0.65,2.2,2.7,0.8,5.3
20050313,3,7,5.0,13.6,0.8,1.0106,0.58,0.06,0.8,4.4,2.0,7.6
20050314,3,7,3.4,7.0,0.7,1.0146,0.38,0.0,0.0,4.9,2.2,8.0
20050315,3,4,4.6,11.5,0.64,1.0208,1.62,0.0,9.3,7.9,0.7,14.0
20050316,3,5,6.0,14.1,0.58,1.0219,1.69,0.0,9.8,15.0,9.5,20.4
20050317,3,7,7.3,14.8,0.7,1.0237,0.71,0.0,1.3,14.2,11.2,16.7
20050318,3,7,4.5,8.8,0.81,1.0274,0.6,0.01,0.7,11.0,8.7,13.9
20050319,3,8,2.4,6.3,0.88,1.0254,0.41,0.07,0.0,11.1,8.2,13.4
20050320,3,6,3.1,7.3,0.77,1.0227,1.42,0.0,6.5,8.5,4.7,12.4
20050321,3,4,4.1,10.9,0.49,1.0165,1.91,0.0,11.1,10.9,3.7,17.7
20050322,3,6,6.6,14.5,0.5,1.0112,1.15,0.13,4.0,13.6,9.6,19.1
20050323,3,3,2.6,5.6,0.73,1.0182,1.73,0.0,8.9,13.0,8.1,18.4
20050324,3,5,4.6,12.2,0.74,1.0158,1.29,0.37,4.9,13.6,7.7,19.7
20050325,3,7,2.4,6.6,0.84,1.0168,1.02,0.32,2.8,12.0,9.1,16.7
20050326,3,5,2.4,6.7,0.78,1.0087,1.3,0.34,4.8,12.5,8.5,18.7
20050327,3,6,2.6,6.9,0.8,1.0063,0.6,0.31,0.4,12.9,9.7,16.3
20050328,3,7,2.9,9.3,0.82,1.0116,0.85,0.0,1.6,12.7,9.3,16.9
20050329,3,6,1.6,6.4,0.84,1.0135,0.71,0.0,0.8,11.6,6.9,16.5
20050330,3,7,2.9,10.3,0.83,1.0156,0.69,0.23,0.7,11.8,8.5,15.2
20050331,3,4,2.3,6.1,0.6,1.0233,1.58,0.0,6.5,11.8,6.5,18.0
20050401,4,0,3.4,9.4,0.44,1.0262,2.23,0.0,12.2,10.9,2.7,17.1
20050402,4,0,4.2,11.5,0.38,1.0229,2.26,0.0,12.3,12.3,4.2,18.7
20050403,4,2,3.9,9.1,0.41,1.0221,2.15,0.0,11.1,15.0,8.4,21.6
20050404,4,4,4.0,14.5,0.55,1.0219,1.67,0.2,6.8,14.4,9.2,20.3
20050405,4,6,3.8,10.1,0.69,1.0244,1.43,0.0,4.8,10.2,7.7,13.6
20050406,4,6,5.6,15.0,0.69,1.0169,1.25,0.33,3.5,10.2,5.2,15.0
20050407,4,5,7.2,18.1,0.69,1.0032,1.63,0.05,6.1,10.1,7.3,12.9
20050408,4,6,4.8,12.1,0.75,1.0034,0.87,0.19,1.2,7.5,3.8,10.0
20050409,4,7,6.2,13.8,0.75,1.0176,1.19,0.23,2.9,4.8,2.6,8.1
20050410,4,6,3.4,8.6,0.84,1.0243,0.59,0.0,0.1,7.2,2.8,10.3
20050411,4,5,1.2,4.0,0.81,1.0293,0.54,0.0,0.0,7.2,0.7,12.0
20050412,4,7,1.0,3.0,0.77,1.0222,0.55,0.0,0.0,10.6,4.8,15.4
20050413,4,6,3.3,9.1,0.75,1.0117,1.32,0.07,3.5,11.5,4.6,16.5
20050414,4,7,4.1,9.6,0.66,1.0056,1.07,0.0,2.0,13.5,9.1,17.4
20050415,4,6,4.5,13.3,0.63,1.0043,1.63,0.59,5.4,13.3,7.6,19.6
20050416,4,7,3.9,9.0,0.87,1.0047,1.11,0.06,2.1,10.1,7.4,15.4
20050417,4,6,2.4,6.4,0.87,1.001,0.71,0.0,0.3,11.0,6.2,15.4
20050418,4,7,2.6,9.4,0.81,1.0012,0.97,0.15,1.3,12.6,9.9,17.4
20050419,4,8,2.7,9.5,0.92,1.0049,0.58,2.25,0.0,8.9,7.6,10.3
20050420,4,6,3.3,10.1,0.71,1.0114,1.74,0.25,5.8,9.4,3.2,13.1
20050421,4,1,2.7,10.1,0.57,1.0196,2.67,0.0,13.0,7.7,1.0,13.4
20050422,4,1,2.0,5.2,0.59,1.0167,2.65,0.0,12.7,9.2,0.6,16.6
20050423,4,2,2.3,10.4,0.58,1.0117,2.5,0.0,11.3,11.1,1.7,19.8
20050424,4,6,2.9,9.6,0.72,1.0095,2.0,0.32,7.3,13.8,8.6,19.4
20050425,4,8,2.7,7.3,0.81,1.0076,0.67,0.09,0.1,12.8,11.0,15.4
20050426,4,7,2.6,10.6,0.84,1.0134,1.11,0.24,1.7,12.2,9.4,16.6
20050427,4,5,4.9,13.6,0.77,1.0161,1.45,0.59,3.5,11.1,5.6,15.3
20050428,4,5,3.2,8.3,0.67,1.0212,2.04,0.71,7.3,12.8,5.0,18.7
20050429,4,7,2.9,6.5,0.86,1.02,0.63,0.18,0.0,14.2,11.4,16.5
20050430,4,6,1.6,5.9,0.8,1.0166,1.53,0.0,3.8,16.4,11.5,20.7
20050501,5,2,3.1,9.1,0.6,1.011,2.73,0.0,12.3,20.8,10.3,28.9
20050502,5,4,3.7,9.7,0.61,1.0118,2.03,0.0,6.9,20.7,14.4,25.5
20050503,5,5,3.3,17.0,0.82,1.0126,1.37,1.25,2.8,15.3,11.9,18.8
20050504,5,6,3.7,8.7,0.84,1.0132,1.14,0.35,1.6,13.3,11.2,16.1
20050505,5,6,4.2,10.9,0.61,1.0182,1.87,0.32,5.7,11.2,6.8,15.0
20050506,5,6,5.3,15.2,0.72,1.0143,1.77,0.28,5.0,11.0,7.1,14.4
20050507,5,6,4.5,18.2,0.84,1.008,1.15,0.61,1.6,8.5,4.7,12.1
20050508,5,4,3.4,13.8,0.81,1.0112,1.57,0.45,3.7,7.2,2.7,11.3
20050509,5,4,3.8,12.4,0.81,1.0129,1.59,1.16,3.8,7.0,1.7,12.4
20050510,5,5,3.0,13.8,0.75,1.0181,1.12,0.11,1.4,7.7,2.4,12.7
20050511,5,4,2.7,7.8,0.75,1.0237,1.5,0.0,3.2,8.5,3.5,13.4
20050512,5,1,4.2,12.5,0.65,1.0231,2.75,0.0,11.5,9.3,1.4,14.7
20050513,5,6,3.3,9.8,0.62,1.0189,1.93,0.01,5.7,12.1,4.3,17.2
20050514,5,7,3.9,9.6,0.66,1.0119,0.8,0.04,0.2,13.4,7.7,16.7
20050515,5,6,3.6,9.7,0.83,1.0147,1.32,0.31,2.2,9.7,6.5,14.9
20050516,5,3,2.6,7.5,0.71,1.0139,2.78,0.06,11.5,11.8,3.6,18.6
20050517,5,7,2.9,8.5,0.71,1.0172,1.27,0.0,1.9,8.2,3.8,11.6
20050518,5,3,1.7,6.1,0.67,1.0225,2.17,0.0,7.0,8.3,1.7,13.5
20050519,5,5,5.1,11.2,0.53,1.0222,2.79,0.42,11.4,13.5,3.1,19.7
20050520,5,7,4.3,11.3,0.67,1.0164,1.71,0.51,4.1,16.8,11.7,23.3
20050521,5,6,3.7,9.7,0.69,1.0124,2.16,0.0,6.8,16.9,12.9,21.1
20050522,5,5,4.3,11.5,0.65,1.0117,2.13,0.0,6.6,16.2,11.5,21.1
20050523,5,3,3.9,10.3,0.65,1.0174,2.35,0.0,8.0,14.3,9.3,18.5
20050524,5,6,4.4,10.9,0.63,1.0228,1.54,0.0,3.1,14.6,8.5,19.0
20050525,5,4,3.2,8.1,0.59,1.0241,2.7,0.0,10.4,19.1,14.7,24.8
20050526,5,4,4.3,10.9,0.52,1.0191,2.97,0.0,12.4,23.0,16.6,30.1
20050527,5,2,2.6,7.6,0.53,1.0155,3.27,0.0,14.7,24.2,13.8,31.6
20050528,5,1,4.5,10.3,0.56,1.0151,3.24,0.0,14.4,24.7,16.5,30.6
20050529,5,5,2.6,11.2,0.57,1.0188,2.75,1.76,10.6,18.9,12.1,24.9
20050530,5,8,3.6,10.2,0.88,1.0196,0.89,0.39,0.3,11.4,7.4,14.3
20050531,5,2,3.2,14.5,0.79,1.0256,2.56,0.1,9.2,11.7,6.3,18.4
20050601,6,3,1.7,8.1,0.65,1.0235,3.14,0.02,13.5,12.9,5.1,19.0
20050602,6,7,3.7,8.7,0.73,1.0167,0.98,0.0,0.5,16.6,12.5,21.0
20050603,6,5,4.4,14.1,0.68,1.01,2.62,0.27,9.4,19.8,13.4,27.8
20050604,6,6,5.6,14.0,0.79,1.0127,1.87,0.65,4.5,14.2,11.5,17.6
20050605,6,7,4.1,12.3,0.84,1.0165,0.87,0.36,0.2,13.6,11.6,16.5
20050606,6,7,4.1,9.7,0.77,1.0209,1.32,0.33,1.7,12.6,8.7,15.3
20050607,6,4,4.3,11.6,0.65,1.032,1.95,0.0,4.9,10.9,6.8,15.1
20050608,6,4,2.5,7.4,0.69,1.0357,2.27,0.0,6.9,11.2,5.5,15.7
20050609,6,3,1.8,6.9,0.65,1.0304,3.16,0.0,13.4,12.7,4.8,19.9
20050610,6,4,2.6,9.1,0.69,1.0212,2.45,0.0,8.1,14.3,6.0,21.2
20050611,6,6,2.9,10.2,0.65,1.0154,1.57,0.0,2.8,11.8,9.3,15.0
20050612,6,6,3.4,9.5,0.63,1.0102,2.14,0.16,6.0,12.8,7.6,16.9
20050613,6,5,4.1,12.4,0.66,1.0072,2.44,0.12,8.0,13.4,7.8,17.7
20050614,6,4,2.0,7.1,0.6,1.012,2.99,0.0,12.0,15.6,5.9,22.6
20050615,6,3,2.8,10.4,0.59,1.0181,2.98,0.0,11.9,18.4,7.8,26.1
20050616,6,7,4.2,10.4,0.63,1.0229,2.11,0.08,5.8,19.6,15.2,24.0
20050617,6,8,3.9,9.6,0.8,1.0264,0.96,0.0,0.4,19.7,16.9,22.8
20050618,6,2,2.8,7.5,0.59,1.0268,3.29,0.0,14.4,20.2,12.5,25.8
20050619,6,0,2.5,8.2,0.53,1.0208,3.49,0.0,16.0,21.7,10.8,29.9
20050620,6,2,3.5,10.0,0.46,1.0159,3.4,0.0,15.3,25.9,16.0,32.5
20050621,6,6,3.4,9.1,0.56,1.0171,2.42,0.0,7.8,23.5,16.2,28.2
20050622,6,3,2.3,8.3,0.59,1.0224,3.28,0.0,14.3,20.5,14.1,26.1
20050623,6,2,2.7,11.3,0.52,1.0192,3.34,0.0,14.8,23.9,14.5,31.1
20050624,6,3,2.3,7.6,0.46,1.013,3.02,0.0,12.2,27.2,21.3,33.5
20050625,6,7,3.2,11.0,0.8,1.0157,1.0,0.71,0.5,21.0,15.9,24.3
20050626,6,5,2.7,6.2,0.66,1.0237,2.71,0.0,9.9,18.4,13.5,24.0
20050627,6,2,2.6,6.8,0.58,1.0211,3.4,0.0,15.3,20.5,12.7,27.4
20050628,6,4,3.0,7.9,0.53,1.0167,3.27,1.02,14.3,21.0,14.0,27.0
20050629,6,7,2.2,12.3,0.75,1.0087,1.83,2.17,4.2,21.2,16.3,26.9
20050630,6,7,2.7,11.6,0.84,1.0089,1.06,0.56,0.7,18.1,13.9,23.8
20050701,7,6,3.9,12.6,0.8,1.0136,1.78,0.14,3.9,17.6,14.2,22.1
20050702,7,7,2.9,7.7,0.85,1.0198,0.88,0.18,0.2,18.4,15.2,20.9
20050703,7,5,2.4,7.3,0.7,1.017,2.67,0.0,9.7,22.2,16.4,27.4
20050704,7,5,5.8,17.8,0.69,1.0077,2.37,1.26,7.6,20.1,12.5,27.3
20050705,7,4,4.4,10.2,0.67,1.0138,2.52,0.06,8.7,14.9,10.8,18.6
